day,label,volume,fees,traders
2023-05-19 00:00:00.000 UTC,Metavault,53637.33932169126,58.10978900201724,12
2023-06-01 00:00:00.000 UTC,Metavault,174927.30493337518,243.75195506648245,12
2023-07-22 00:00:00.000 UTC,Level,1.65199904240881e+07,17294.367826968064,23
2023-04-08 00:00:00.000 UTC,Level,2.2894227506439373e+08,231531.27427156,49
2023-04-25 00:00:00.000 UTC,Level,1.8639947794952765e+08,187180.59979416523,72
2023-04-07 00:00:00.000 UTC,Metavault,36989.508605094474,42.649541223053106,17
2023-06-04 00:00:00.000 UTC,Metavault,45631.60212519711,99.9344155192495,6
2023-06-09 00:00:00.000 UTC,Metavault,128001.64552932167,347.5036622558644,17
2023-04-10 00:00:00.000 UTC,Level,3.294905219073634e+08,334312.502531669,94
2023-04-24 00:00:00.000 UTC,Level,1.5534329559414122e+08,156003.80947842033,67
2023-04-14 00:00:00.000 UTC,Level,3.120074826867373e+08,323903.24386429123,97
2023-07-04 00:00:00.000 UTC,Level,1.6147151873835918e+07,16272.536189619574,70
2023-05-20 00:00:00.000 UTC,Level,3.0563784606806215e+07,30636.238696793185,16
2023-06-26 00:00:00.000 UTC,Level,1.9978321331419826e+07,20855.16174805616,70
2023-06-05 00:00:00.000 UTC,Level,7.064749838431233e+07,72699.91495225408,70
2023-03-10 00:00:00.000 UTC,Level,1.015972640853249e+08,106711.47323903184,79
2023-05-28 00:00:00.000 UTC,Level,1.677549002702778e+08,170753.35752712179,60
2023-03-18 00:00:00.000 UTC,Level,1.7153912335469532e+08,172376.64727012513,87
2023-03-31 00:00:00.000 UTC,Level,1.024799235808954e+08,102909.56612242073,70
2023-05-08 00:00:00.000 UTC,Level,2.3053267100893688e+08,231365.83973120095,74
2023-05-12 00:00:00.000 UTC,Level,7.157519564914346e+07,73473.11986041958,42
2023-06-17 00:00:00.000 UTC,Metavault,84070.53290215431,85.32660679594765,6
2023-06-22 00:00:00.000 UTC,Metavault,316759.29919286503,1829.5659243172051,18
2023-06-24 00:00:00.000 UTC,Metavault,28280.563883630442,28.810500510656333,11
2023-05-11 00:00:00.000 UTC,Metavault,148025.56326458647,789.7108244243792,21
2023-03-26 00:00:00.000 UTC,Level,1.6299876625910616e+08,163918.73827459605,51
2023-07-24 00:00:00.000 UTC,Level,2.1903551829052167e+06,3399.6823217627834,41
2023-06-15 00:00:00.000 UTC,Level,7.1146007759436825e+06,7714.764855767298,68
2023-03-06 00:00:00.000 UTC,Metavault,95920.18871329476,115.04717930128953,23
2023-07-21 00:00:00.000 UTC,Metavault,90302.72492480175,92.5957199133331,7
2023-05-06 00:00:00.000 UTC,Level,1.3126031998786837e+08,132062.44162516526,59
2023-05-16 00:00:00.000 UTC,Level,7.103014485718131e+07,71731.30780891575,24
2023-06-29 00:00:00.000 UTC,Level,1.2162111414799575e+07,12241.933533917392,47
2023-04-05 00:00:00.000 UTC,Level,1.4561480384633645e+08,146478.3033961494,73
2023-05-14 00:00:00.000 UTC,Level,1.6030794554428086e+07,20238.97918076963,25
2023-03-27 00:00:00.000 UTC,Metavault,1.4213619577355876e+06,1564.8923082832493,43
2023-03-19 00:00:00.000 UTC,Metavault,2.1160740878075277e+06,2264.654550366274,35
2023-03-14 00:00:00.000 UTC,Metavault,2.9721697323493185e+06,3234.0987194390414,48
2023-05-24 00:00:00.000 UTC,Metavault,338450.5986114526,389.1859919358628,17
2023-03-31 00:00:00.000 UTC,Metavault,965085.0060221374,998.4860501423415,25
2023-05-03 00:00:00.000 UTC,Metavault,381948.33809864376,438.0790902878125,17
2023-06-21 00:00:00.000 UTC,Level,5.166535018653548e+07,52570.22175388393,89
2023-04-30 00:00:00.000 UTC,Metavault,155992.45867485274,233.63057864540437,18
2023-05-16 00:00:00.000 UTC,Metavault,154466.31231972034,166.92088671023518,10
2023-05-29 00:00:00.000 UTC,Metavault,145717.59625211396,401.0752047197378,16
2023-04-01 00:00:00.000 UTC,Level,9.886637938014545e+07,99105.3665986731,48
2023-05-06 00:00:00.000 UTC,Metavault,239372.2826339677,274.72661945731784,17
2023-07-18 00:00:00.000 UTC,Level,1.9767977047001116e+07,22561.885981223102,45
2023-07-26 00:00:00.000 UTC,Level,8.225425248229597e+06,8568.948792628484,33
2023-07-25 00:00:00.000 UTC,Metavault,120576.28478747043,153.72279934548973,14
2023-03-05 00:00:00.000 UTC,Level,9.95014525487017e+07,101200.2432964323,37
2023-06-13 00:00:00.000 UTC,Level,8.139953489604636e+07,81782.86021470423,49
2023-04-30 00:00:00.000 UTC,Level,1.2127810924485339e+08,122016.79056253318,52
2023-04-23 00:00:00.000 UTC,Metavault,439387.12339124747,868.5285010021324,21
2023-07-02 00:00:00.000 UTC,Metavault,66519.03207158808,171.68510598648623,9
2023-03-12 00:00:00.000 UTC,Metavault,584840.8966882987,617.5427913515507,37
2023-03-20 00:00:00.000 UTC,Metavault,1.0781459825282858e+06,1425.2343433573005,40
2023-03-28 00:00:00.000 UTC,Metavault,828310.761864605,1222.5728059607043,35
2023-03-25 00:00:00.000 UTC,Metavault,583193.9753245048,632.9300842326674,23
2023-06-12 00:00:00.000 UTC,Level,1.121293565424078e+08,112454.88636194073,63
2023-06-17 00:00:00.000 UTC,Level,3.183303916022911e+07,34672.874187708774,53
2023-05-04 00:00:00.000 UTC,Level,8.413104848530908e+07,84417.32635273952,42
2023-06-30 00:00:00.000 UTC,Level,2.650385443684213e+07,26752.169516445458,75
2023-05-17 00:00:00.000 UTC,Level,9.020488736101973e+07,91399.06860735106,36
2023-05-25 00:00:00.000 UTC,Level,4.8039508356443355e+06,4983.825772827035,45
2023-04-15 00:00:00.000 UTC,Metavault,87576.77243627484,92.6021484539911,16
2023-04-04 00:00:00.000 UTC,Metavault,1.1412162397854074e+06,1540.7080158928306,31
2023-04-17 00:00:00.000 UTC,Metavault,323489.6279400095,350.55149508092046,32
2023-06-30 00:00:00.000 UTC,Metavault,87236.11321435463,92.52362453886094,14
2023-03-15 00:00:00.000 UTC,Metavault,1.3624659601968245e+06,1422.9127938975257,37
2023-03-30 00:00:00.000 UTC,Metavault,2.3464619725732994e+06,2428.8879858249593,34
2023-03-08 00:00:00.000 UTC,Metavault,527974.2836679386,698.0670484705157,34
2023-05-22 00:00:00.000 UTC,Metavault,132554.91255150968,143.2755697728818,9
2023-07-05 00:00:00.000 UTC,Metavault,175426.6603399513,190.15525336018547,11
2023-03-03 00:00:00.000 UTC,Metavault,960092.4024101285,1057.5266325422087,52
2023-06-12 00:00:00.000 UTC,Metavault,109146.53514167319,143.55045804451086,8
2023-04-14 00:00:00.000 UTC,Metavault,445594.70852535166,1275.305542828566,37
2023-05-08 00:00:00.000 UTC,Metavault,365673.5904086992,527.9360676520051,20
2023-04-22 00:00:00.000 UTC,Level,1.2496131057560377e+08,125226.59499069805,75
2023-06-15 00:00:00.000 UTC,Metavault,59941.27108929055,60.89249693805911,15
2023-06-27 00:00:00.000 UTC,Metavault,96451.9067925204,96.89398567490213,11
2023-06-07 00:00:00.000 UTC,Metavault,245509.7123622765,877.4770569813253,16
2023-06-27 00:00:00.000 UTC,Level,5.517798323553683e+07,56263.979358336015,51
2023-07-02 00:00:00.000 UTC,Level,1.8126396137564823e+07,18249.528285892287,48
2023-06-16 00:00:00.000 UTC,Level,2.7444431908776145e+07,31511.14236034959,57
2023-03-16 00:00:00.000 UTC,Level,1.2954325730541481e+08,130855.73740209812,72
2023-04-11 00:00:00.000 UTC,Level,1.3170119921613888e+08,133490.46311256388,88
2023-07-15 00:00:00.000 UTC,Level,6.318281743797474e+06,6443.636868240893,30
2023-07-10 00:00:00.000 UTC,Level,1.561445131800817e+08,158548.04216129743,57
2023-05-25 00:00:00.000 UTC,Metavault,316426.08442738,345.8074476124952,16
2023-06-23 00:00:00.000 UTC,Metavault,84595.43809627477,96.1973204924826,13
2023-03-22 00:00:00.000 UTC,Metavault,849650.7445064414,1003.4921847884237,43
2023-03-17 00:00:00.000 UTC,Metavault,2.0555060081215748e+06,2138.343098000734,34
2023-04-24 00:00:00.000 UTC,Metavault,477390.00793399883,611.6045573114565,19
2023-07-12 00:00:00.000 UTC,Metavault,100224.68798042403,180.94275443231223,17
2023-03-09 00:00:00.000 UTC,Metavault,1.3718146672045968e+06,1693.8127750486128,54
2023-07-06 00:00:00.000 UTC,Metavault,116290.66572592715,127.94384649671834,14
2023-03-07 00:00:00.000 UTC,Metavault,356060.1159169211,428.71055261915063,27
2023-04-12 00:00:00.000 UTC,Metavault,270966.28928404255,584.8902016244165,28
2023-05-01 00:00:00.000 UTC,Metavault,374706.05167932145,494.10622619350835,28
2023-07-19 00:00:00.000 UTC,Metavault,125876.26275293829,420.51087501212766,12
2023-05-23 00:00:00.000 UTC,Metavault,164562.86486329423,179.5822357555895,14
2023-06-05 00:00:00.000 UTC,Metavault,452794.0253519558,1424.9455395416555,18
2023-06-02 00:00:00.000 UTC,Metavault,32357.69714892277,37.894798239745654,8
2023-04-26 00:00:00.000 UTC,Metavault,377517.83464112604,527.7836027304501,29
2023-04-10 00:00:00.000 UTC,Metavault,137739.74410025243,161.46234625098865,19
2023-05-09 00:00:00.000 UTC,Metavault,151246.54737973635,182.51510354743556,14
2023-06-11 00:00:00.000 UTC,Metavault,410407.29289298196,438.4426111419116,10
2023-05-13 00:00:00.000 UTC,Metavault,92162.13046993759,97.80207745648072,9
2023-05-21 00:00:00.000 UTC,Metavault,113269.68794346097,119.1947908010792,12
2023-07-01 00:00:00.000 UTC,Metavault,10480.333730779419,10.626831194199795,7
2023-04-01 00:00:00.000 UTC,Metavault,52671.378257253404,69.79933700940907,16
2023-07-14 00:00:00.000 UTC,Level,8.693258709764193e+07,87324.02149744077,75
2023-07-23 00:00:00.000 UTC,Level,5.438656989135906e+06,5833.0527021882235,21
2023-04-13 00:00:00.000 UTC,Metavault,180973.49522222608,225.71022180366128,32
2023-07-22 00:00:00.000 UTC,Metavault,99405.37140203423,179.61101402900394,14
2023-03-07 00:00:00.000 UTC,Level,1.1092395364781748e+08,113740.51873796807,57
2023-04-15 00:00:00.000 UTC,Level,1.773743823079511e+08,179931.94651161192,59
2023-06-18 00:00:00.000 UTC,Level,6.998973430506817e+06,10084.722489627578,32
2023-07-09 00:00:00.000 UTC,Level,1.0409348091838148e+08,104307.44254052293,36
2023-04-03 00:00:00.000 UTC,Metavault,482443.576653874,527.1376824301818,29
2023-03-21 00:00:00.000 UTC,Metavault,961230.3793527769,1138.0418326364456,38
2023-05-31 00:00:00.000 UTC,Metavault,100300.01863486548,104.55353019264112,7
2023-04-18 00:00:00.000 UTC,Metavault,159514.68005902707,313.68920688196914,17
2023-03-16 00:00:00.000 UTC,Metavault,437245.6420825367,456.6294979805148,25
2023-05-30 00:00:00.000 UTC,Metavault,156603.69469803953,233.30640203144335,14
2023-07-03 00:00:00.000 UTC,Metavault,40647.00493785242,43.0859446603634,14
2023-07-09 00:00:00.000 UTC,Metavault,48143.251314766465,49.57013445976212,5
2023-07-14 00:00:00.000 UTC,Metavault,294063.7072902919,708.619946568355,27
2023-04-05 00:00:00.000 UTC,Metavault,351526.1370171375,397.9328901216597,36
2023-06-24 00:00:00.000 UTC,Level,1.0318253145201666e+07,10535.01672900128,42
2023-07-07 00:00:00.000 UTC,Level,1.3538246038296297e+08,136661.11524373226,60
2023-05-27 00:00:00.000 UTC,Metavault,14718.397950795985,18.98633150105104,8
2023-04-02 00:00:00.000 UTC,Metavault,299503.0340619556,331.57077494813467,29
2023-03-04 00:00:00.000 UTC,Metavault,385568.4495770242,622.8233114284305,26
2023-06-18 00:00:00.000 UTC,Metavault,16618.013195454063,17.493371181309108,6
2023-06-10 00:00:00.000 UTC,Metavault,218168.58093696492,263.00910471816,24
2023-07-27 00:00:00.000 UTC,Metavault,55865.39350823534,80.3163173675643,12
2023-05-17 00:00:00.000 UTC,Metavault,119259.69128375445,190.75771079202045,14
2023-03-10 00:00:00.000 UTC,Metavault,770746.1121602448,845.846626375778,53
2023-03-29 00:00:00.000 UTC,Metavault,1.2815431147503841e+06,1385.8648595761913,46
2023-03-11 00:00:00.000 UTC,Metavault,385405.8603255546,391.44774250602416,32
2023-04-25 00:00:00.000 UTC,Metavault,468269.466290419,579.8274723322985,25
2023-05-10 00:00:00.000 UTC,Metavault,177145.64568810767,232.76747136513222,20
2023-05-15 00:00:00.000 UTC,Metavault,725938.1367148388,809.2144806689555,18
2023-07-04 00:00:00.000 UTC,Metavault,29966.37102341991,51.59549336157057,12
2023-05-26 00:00:00.000 UTC,Metavault,281716.17426044744,322.98107371872237,23
2023-03-26 00:00:00.000 UTC,Metavault,456801.5128399354,490.8005447011899,25
2023-05-28 00:00:00.000 UTC,Metavault,217703.2281989798,288.94668025438074,20
2023-04-16 00:00:00.000 UTC,Metavault,670440.5372326846,883.6590309220794,19
2023-05-05 00:00:00.000 UTC,Metavault,154231.8611778498,188.55860086250942,20
2023-06-08 00:00:00.000 UTC,Metavault,107026.52383825953,127.16741140901004,13
2023-06-28 00:00:00.000 UTC,Metavault,57511.38752721527,57.89918233890315,14
2023-03-13 00:00:00.000 UTC,Metavault,2.4304238575034654e+06,2797.045965306436,50
2023-04-08 00:00:00.000 UTC,Metavault,93852.15215442376,104.32883581609946,9
2023-07-11 00:00:00.000 UTC,Metavault,503918.44643607683,1992.9750476452764,12
2023-04-29 00:00:00.000 UTC,Metavault,65367.33915202244,82.29513937706679,9
2023-03-23 00:00:00.000 UTC,Metavault,1.0798917399929366e+06,1193.375487043735,38
2023-03-02 00:00:00.000 UTC,Metavault,566646.6082291779,629.5304538132742,27
2023-05-04 00:00:00.000 UTC,Metavault,368808.69058196654,391.8089716545299,19
2023-03-18 00:00:00.000 UTC,Metavault,1.8509403712939413e+06,2010.1495381353582,43
2023-04-20 00:00:00.000 UTC,Metavault,703595.4898874348,793.0547112016791,32
2023-03-05 00:00:00.000 UTC,Metavault,179137.57551152943,209.26975811204727,26
2023-04-11 00:00:00.000 UTC,Metavault,269291.4781519702,369.4551934225748,30
2023-06-13 00:00:00.000 UTC,Metavault,340751.24981181044,384.9731942261966,14
2023-06-26 00:00:00.000 UTC,Metavault,40214.87610713857,40.97504826141186,13
2023-04-27 00:00:00.000 UTC,Metavault,217358.17874814148,224.53412622850402,18
2023-05-18 00:00:00.000 UTC,Metavault,187719.44169978503,226.32711507536808,16
2023-04-22 00:00:00.000 UTC,Metavault,186867.19453627814,194.67759152729485,12
2023-05-07 00:00:00.000 UTC,Metavault,63968.366426107474,98.50441280735079,6
2023-07-17 00:00:00.000 UTC,Metavault,112078.98656524986,139.82426463008053,15
2023-06-20 00:00:00.000 UTC,Metavault,80886.58475381411,95.36372708745729,11
2023-06-16 00:00:00.000 UTC,Metavault,66830.81152626002,70.60076385732727,12
2023-07-26 00:00:00.000 UTC,Metavault,227117.4757453406,281.0031330790574,19
2023-07-20 00:00:00.000 UTC,Metavault,287064.88996150735,394.72959448704836,16
2023-07-07 00:00:00.000 UTC,Metavault,19239.155161138588,4130.015326380753,7
2023-03-24 00:00:00.000 UTC,Metavault,1.1424090954099423e+06,1285.4707123872163,40
2023-05-18 00:00:00.000 UTC,Level,4.972729459863112e+07,50418.424245265785,31
2023-04-09 00:00:00.000 UTC,Metavault,173048.51133281924,220.4614381254229,19
2023-05-29 00:00:00.000 UTC,Level,1.2255133510111181e+08,125697.46998157552,46
2023-06-03 00:00:00.000 UTC,Metavault,82485.4173499297,157.14207246549364,10
2023-06-11 00:00:00.000 UTC,Level,5.474503675387213e+07,55199.75172792114,32
2023-06-03 00:00:00.000 UTC,Level,2.6835557229340382e+07,27297.347601357596,22
2023-07-10 00:00:00.000 UTC,Metavault,77292.35465344848,231.64119534746914,17
2023-07-18 00:00:00.000 UTC,Metavault,108436.77572083674,128.29937708783908,15
2023-06-19 00:00:00.000 UTC,Metavault,19306.016451480376,20.12136143965292,5
2023-03-03 00:00:00.000 UTC,Level,8.351889070589405e+07,85744.57383997522,60
2023-02-28 00:00:00.000 UTC,Level,7.93829935464011e+07,81592.03824430755,51
2023-05-31 00:00:00.000 UTC,Level,2.456836741668771e+08,254111.78406547906,48
2023-03-21 00:00:00.000 UTC,Level,1.840403206719247e+08,185565.22839136474,68
2023-05-13 00:00:00.000 UTC,Level,2.3481063009857085e+07,24590.147725755567,27
2023-05-05 00:00:00.000 UTC,Level,7.502865990914944e+07,76854.03073824925,50
2023-06-06 00:00:00.000 UTC,Metavault,235927.76735924283,292.3968775554615,20
2023-04-06 00:00:00.000 UTC,Metavault,268182.150051826,309.36172934708395,18
2023-07-13 00:00:00.000 UTC,Metavault,842366.1167966422,1101.7660298802523,28
2023-06-29 00:00:00.000 UTC,Metavault,38278.03490448617,40.83561807903877,15
2023-02-28 00:00:00.000 UTC,Metavault,290564.62081505277,340.56487635396695,29
2023-05-02 00:00:00.000 UTC,Metavault,225228.84090534426,273.4675210205368,18
2023-06-25 00:00:00.000 UTC,Metavault,41419.44596304304,44.63147588007157,8
2023-03-01 00:00:00.000 UTC,Metavault,957602.2022213072,1033.5009927583083,37
2023-04-28 00:00:00.000 UTC,Metavault,92648.1047637572,100.7793880224333,9
2023-05-12 00:00:00.000 UTC,Metavault,405909.5342718388,434.5204586696135,25
2023-06-21 00:00:00.000 UTC,Metavault,247711.42030670153,491.47835857014553,17
2023-05-20 00:00:00.000 UTC,Metavault,104267.38798643125,106.26138164218479,4
2023-07-16 00:00:00.000 UTC,Metavault,145187.50043096612,174.1931094100816,12
2023-04-19 00:00:00.000 UTC,Metavault,574898.1891973484,942.6727553865652,30
2023-07-24 00:00:00.000 UTC,Metavault,88759.64977893436,94.22276805637257,14
2023-07-08 00:00:00.000 UTC,Metavault,35185.19741141421,59.91951819215016,8
2023-06-27 00:00:00.000 UTC,Rage,252993.4971730003,0.0305,468
2023-03-11 00:00:00.000 UTC,Rage,521292.03724800027,0.352224,407
2023-06-09 00:00:00.000 UTC,Rage,486724.0310100008,0.817572,382
2023-05-27 00:00:00.000 UTC,Rage,298109.96936500026,0.180546,433
2023-04-12 00:00:00.000 UTC,Rage,1.3989788966240033e+06,2.691075,1341
2023-07-13 00:00:00.000 UTC,Rage,1.4908373753789978e+06,63.94016599999999,473
2023-07-08 00:00:00.000 UTC,Rage,329308.7740480003,0.133991,373
2023-06-14 00:00:00.000 UTC,Rage,667432.357893,1269.2611060000006,549
2023-05-23 00:00:00.000 UTC,Rage,618539.610135999,0.371307,857
2023-06-22 00:00:00.000 UTC,Rage,470985.6858730001,10.622533,321
2023-06-25 00:00:00.000 UTC,Rage,337751.77123899985,4.646961,307
2023-07-01 00:00:00.000 UTC,Rage,288678.5630300002,0.726536,290
2023-04-24 00:00:00.000 UTC,Rage,833857.7501009997,98.34927499999999,1121
2023-05-25 00:00:00.000 UTC,Rage,694602.645438,0.15042,895
2023-05-12 00:00:00.000 UTC,Rage,632386.371135001,265.120845,530
2023-06-17 00:00:00.000 UTC,Rage,287308.30057300004,0,350
2023-07-18 00:00:00.000 UTC,Rage,322016.73422800004,0.197419,234
2023-06-30 00:00:00.000 UTC,Rage,978347.3233729994,6.913327999999999,395
2023-05-22 00:00:00.000 UTC,Rage,487637.1781070007,0.6093,769
2023-04-30 00:00:00.000 UTC,Rage,707103.2805269996,0.35897799999999996,695
2023-04-14 00:00:00.000 UTC,Rage,1.575127058997997e+06,1424.28833,1541
2023-04-01 00:00:00.000 UTC,Rage,1.8680782927110035e+06,1.4248539999999998,1222
2023-05-21 00:00:00.000 UTC,Rage,794437.1271980006,0,451
2023-03-01 00:00:00.000 UTC,Rage,1.1474431624189976e+06,0,1048
2023-07-26 00:00:00.000 UTC,Rage,260309.48088700025,0.31444199999999994,330
2023-04-28 00:00:00.000 UTC,Rage,709100.0585840001,0.152752,644
2023-05-08 00:00:00.000 UTC,Rage,699525.29066,0.743297,365
